seq_77	ColE1	99.830	589	0.0	1058	11240	11828	15086	1	589	589
seq_77	ColE1	99.660	589	0.0	1054	2698	3286	15086	589	1	589
seq_77	ColE1	100.000	162	2.74e-79	293	4453	4614	15086	149	310	589
seq_77	Col(pHAD28)_1__KU674895	89.313	131	1.85e-43	174	2912	3042	15086	1	131	131
seq_77	Col(pHAD28)_1__KU674895	89.313	131	1.85e-43	174	11484	11614	15086	131	1	131
seq_77	Col(pHAD28)_1__KU674895	96.875	64	2.26e-23	107	4549	4612	15086	131	68	131
seq_77	ColRNAI_1__DQ298019	87.023	131	4.97e-38	157	2912	3042	15086	1	130	130
seq_77	ColRNAI_1__DQ298019	87.023	131	4.97e-38	157	11484	11614	15086	130	1	130
seq_77	Col440I_1__CP023920	89.091	110	8.98e-35	145	2952	3061	15086	2	111	114
seq_77	Col440I_1__CP023920	89.091	110	8.98e-35	145	11465	11574	15086	111	2	114
seq_77	Col440I_1__CP023920	87.952	83	7.88e-23	105	4530	4612	15086	111	29	114
