seq_77	ColE1	99.830	589	0.0	1058	9658	10246	13888	1	589	589
seq_77	ColE1	99.660	589	0.0	1054	2698	3286	13888	589	1	589
seq_77	ColE1	100.000	162	2.52e-79	293	4453	4614	13888	149	310	589
seq_77	Col(pHAD28)_1__KU674895	89.313	131	1.70e-43	174	2912	3042	13888	1	131	131
seq_77	Col(pHAD28)_1__KU674895	89.313	131	1.70e-43	174	9902	10032	13888	131	1	131
seq_77	Col(pHAD28)_1__KU674895	96.875	64	2.08e-23	107	4549	4612	13888	131	68	131
seq_77	ColRNAI_1__DQ298019	87.023	131	4.57e-38	157	2912	3042	13888	1	130	130
seq_77	ColRNAI_1__DQ298019	87.023	131	4.57e-38	157	9902	10032	13888	130	1	130
seq_77	Col440I_1__CP023920	89.091	110	8.26e-35	145	2952	3061	13888	2	111	114
seq_77	Col440I_1__CP023920	89.091	110	8.26e-35	145	9883	9992	13888	111	2	114
seq_77	Col440I_1__CP023920	87.952	83	7.25e-23	105	4530	4612	13888	111	29	114
