sequence,qseqid,ori_type,pct_identity,pct_cov_subject,q_start,q_end,strand,qlen,sstart,send,slen,length,bitscore,evalue
seq_14,seq_14,ColE1,99.83,100.0,2335,2923,+,7110,1,589,589,589,1058,0.0
seq_15,seq_15,ColE1,99.83,100.0,2069,2657,+,6875,1,589,589,589,1058,0.0
seq_16,seq_16,ColE1,99.491,100.0,1573,2161,-,7000,589,1,589,589,1049,0.0
seq_34,seq_34,ColE1,99.83,100.0,2704,3292,+,7084,1,589,589,589,1058,0.0
seq_43,seq_43,ColE1,99.83,100.0,1888,2476,+,7167,1,589,589,589,1058,0.0
seq_46,seq_46,ColE1,99.83,100.0,2447,3035,+,7054,1,589,589,589,1058,0.0
seq_47,seq_47,ColE1,99.491,100.0,1400,1988,-,6737,589,1,589,589,1049,0.0
seq_48,seq_48,ColE1,99.491,100.0,1841,2429,-,7012,589,1,589,589,1049,0.0
seq_49,seq_49,ColE1,99.83,100.0,3304,3892,+,7418,1,589,589,589,1058,0.0
seq_50,seq_50,ColE1,99.491,100.0,2059,2647,-,7643,589,1,589,589,1049,0.0
seq_52,seq_52,ColE1,99.66,100.0,1370,1958,-,4785,589,1,589,589,1054,0.0
seq_53,seq_53,ColE1,99.491,100.0,1937,2525,-,7689,589,1,589,589,1049,0.0
seq_54,seq_54,ColE1,99.66,100.0,2189,2777,-,5468,589,1,589,589,1054,0.0
seq_56,seq_56,ColE1,99.491,100.0,2922,3510,-,7609,589,1,589,589,1049,0.0
seq_57,seq_57,ColE1,99.491,100.0,2097,2685,-,7638,589,1,589,589,1049,0.0
seq_58,seq_58,ColE1,99.491,100.0,2086,2674,-,7656,589,1,589,589,1049,0.0
seq_59,seq_59,ColE1,99.491,100.0,2579,3167,-,7727,589,1,589,589,1049,0.0
seq_6,seq_6,ColE1,99.83,100.0,4356,4944,+,8553,1,589,589,589,1058,0.0
seq_60,seq_60,ColE1,99.491,100.0,4043,4631,-,8712,589,1,589,589,1049,0.0
seq_60,seq_60,ColE1,99.491,100.0,1198,1786,-,8712,589,1,589,589,1049,0.0
seq_65,seq_65,ColE1,99.66,100.0,2665,3253,+,5125,1,589,589,589,1054,0.0
seq_72,seq_72,ColE1,99.83,100.0,2432,3020,+,7336,1,589,589,589,1058,0.0
seq_73,seq_73,ColE1,99.491,100.0,3917,4505,-,8706,589,1,589,589,1049,0.0
seq_73,seq_73,ColE1,99.491,100.0,1171,1759,-,8706,589,1,589,589,1049,0.0
seq_74,seq_74,ColE1,99.491,100.0,2495,3083,-,7663,589,1,589,589,1049,0.0
seq_75,seq_75,ColE1,99.83,100.0,1221,1809,-,4543,589,1,589,589,1058,0.0
seq_77,seq_77,ColE1,99.491,100.0,2614,3202,-,7673,589,1,589,589,1049,0.0
seq_8,seq_8,ColE1,99.491,100.0,1902,2490,-,6840,589,1,589,589,1049,0.0
seq_82,seq_82,ColE1,99.491,100.0,2013,2601,-,7665,589,1,589,589,1049,0.0
seq_83,seq_83,ColE1,99.491,100.0,1125,1713,-,6115,589,1,589,589,1049,0.0
seq_85,seq_85,ColE1,99.491,100.0,2598,3186,-,7925,589,1,589,589,1049,0.0
seq_86,seq_86,ColE1,99.491,100.0,1137,1725,-,6125,589,1,589,589,1049,0.0
seq_89,seq_89,ColE1,99.491,100.0,2106,2694,-,7593,589,1,589,589,1049,0.0
seq_91,seq_91,ColE1,99.491,100.0,2710,3298,-,8071,589,1,589,589,1049,0.0
seq_92,seq_92,ColE1,99.66,100.0,2144,2732,+,9643,1,589,589,589,1054,0.0
seq_92,seq_92,ColE1,99.491,100.0,4088,4676,-,9643,589,1,589,589,1049,0.0
seq_97,seq_97,ColE1,99.491,100.0,1892,2480,-,7717,589,1,589,589,1049,0.0
seq_98,seq_98,ColE1,99.491,100.0,2137,2725,-,7743,589,1,589,589,1049,0.0
seq_99,seq_99,ColE1,99.491,100.0,2251,2839,-,7652,589,1,589,589,1049,0.0
