seq_39	ColE1	99.830	589	0.0	1058	22033	22621	30128	1	589	589
seq_39	ColE1	99.660	589	0.0	1054	27138	27726	30128	589	1	589
seq_39	ColE1	99.660	589	0.0	1054	3660	4248	30128	1	589	589
seq_39	ColE1	99.660	589	0.0	1054	12876	13464	30128	1	589	589
seq_39	Col(pHAD28)_1__KU674895	89.313	131	3.69e-43	174	22277	22407	30128	131	1	131
seq_39	Col(pHAD28)_1__KU674895	89.313	131	3.69e-43	174	13120	13250	30128	131	1	131
seq_39	Col(pHAD28)_1__KU674895	89.313	131	3.69e-43	174	3904	4034	30128	131	1	131
seq_39	Col(pHAD28)_1__KU674895	89.313	131	3.69e-43	174	27352	27482	30128	1	131	131
seq_39	ColRNAI_1__DQ298019	87.023	131	9.91e-38	157	22277	22407	30128	130	1	130
seq_39	ColRNAI_1__DQ298019	87.023	131	9.91e-38	157	13120	13250	30128	130	1	130
seq_39	ColRNAI_1__DQ298019	87.023	131	9.91e-38	157	3904	4034	30128	130	1	130
seq_39	ColRNAI_1__DQ298019	87.023	131	9.91e-38	157	27352	27482	30128	1	130	130
seq_39	Col440I_1__CP023920	89.091	110	1.79e-34	145	22258	22367	30128	111	2	114
seq_39	Col440I_1__CP023920	89.091	110	1.79e-34	145	13101	13210	30128	111	2	114
seq_39	Col440I_1__CP023920	89.091	110	1.79e-34	145	3885	3994	30128	111	2	114
seq_39	Col440I_1__CP023920	89.091	110	1.79e-34	145	27392	27501	30128	2	111	114
