seq_86	ColE1	99.660	589	0.0	1054	16325	16913	19464	589	1	589
seq_86	ColE1	99.660	589	0.0	1054	5213	5801	19464	1	589	589
seq_86	ColE1	99.660	589	0.0	1054	7308	7896	19464	589	1	589
seq_86	ColE1	99.660	589	0.0	1054	13245	13833	19464	1	589	589
seq_86	ColE1	100.000	440	0.0	794	18421	18860	19464	150	589	589
seq_86	ColE1	99.320	147	2.09e-69	261	9998	10144	19464	147	1	589
seq_86	Col(pHAD28)_1__KU674895	89.313	131	2.39e-43	174	18516	18646	19464	131	1	131
seq_86	Col(pHAD28)_1__KU674895	89.313	131	2.39e-43	174	13489	13619	19464	131	1	131
seq_86	Col(pHAD28)_1__KU674895	89.313	131	2.39e-43	174	7522	7652	19464	1	131	131
seq_86	Col(pHAD28)_1__KU674895	89.313	131	2.39e-43	174	5457	5587	19464	131	1	131
seq_86	Col(pHAD28)_1__KU674895	89.313	131	2.39e-43	174	16539	16669	19464	1	131	131
seq_86	ColRNAI_1__DQ298019	87.023	131	6.41e-38	157	18516	18646	19464	130	1	130
seq_86	ColRNAI_1__DQ298019	87.023	131	6.41e-38	157	13489	13619	19464	130	1	130
seq_86	ColRNAI_1__DQ298019	87.023	131	6.41e-38	157	7522	7652	19464	1	130	130
seq_86	ColRNAI_1__DQ298019	87.023	131	6.41e-38	157	5457	5587	19464	130	1	130
seq_86	ColRNAI_1__DQ298019	87.023	131	6.41e-38	157	16539	16669	19464	1	130	130
seq_86	Col440I_1__CP023920	89.091	110	1.16e-34	145	18497	18606	19464	111	2	114
seq_86	Col440I_1__CP023920	89.091	110	1.16e-34	145	13470	13579	19464	111	2	114
seq_86	Col440I_1__CP023920	89.091	110	1.16e-34	145	7562	7671	19464	2	111	114
seq_86	Col440I_1__CP023920	89.091	110	1.16e-34	145	5438	5547	19464	111	2	114
seq_86	Col440I_1__CP023920	89.091	110	1.16e-34	145	16579	16688	19464	2	111	114
