sequence,qseqid,ori_type,pct_identity,pct_cov_subject,q_start,q_end,strand,qlen,sstart,send,slen,length,bitscore,evalue
seq_0,seq_0,ColE1,99.83,100.0,2084,2672,+,6532,1,589,589,589,1058,0.0
seq_1,seq_1,ColE1,99.83,100.0,2566,3154,+,7379,1,589,589,589,1058,0.0
seq_10,seq_10,ColE1,99.83,100.0,1832,2420,+,6360,1,589,589,589,1058,0.0
seq_11,seq_11,ColE1,99.66,100.0,2698,3286,-,10561,589,1,589,589,1054,0.0
seq_12,seq_12,ColE1,99.83,100.0,1753,2341,+,6459,1,589,589,589,1058,0.0
seq_13,seq_13,ColE1,99.66,100.0,2698,3286,-,9630,589,1,589,589,1054,0.0
seq_14,seq_14,ColE1,99.83,100.0,2709,3297,+,6587,1,589,589,589,1058,0.0
seq_15,seq_15,ColE1,99.83,100.0,6692,7280,+,11173,1,589,589,589,1058,0.0
seq_15,seq_15,ColE1,99.491,100.0,2698,3286,-,11173,589,1,589,589,1049,0.0
seq_16,seq_16,ColE1,99.83,100.0,1849,2437,+,6527,1,589,589,589,1058,0.0
seq_17,seq_17,ColE1,99.66,100.0,2920,3508,-,8020,589,1,589,589,1054,0.0
seq_18,seq_18,ColE1,99.491,100.0,1370,1958,-,6593,589,1,589,589,1049,0.0
seq_19,seq_19,ColE1,99.83,100.0,2589,3177,+,7339,1,589,589,589,1058,0.0
seq_2,seq_2,ColE1,99.83,100.0,2282,2870,+,6534,1,589,589,589,1058,0.0
seq_20,seq_20,ColE1,99.83,100.0,2015,2603,+,6518,1,589,589,589,1058,0.0
seq_21,seq_21,ColE1,99.66,100.0,2920,3508,-,8180,589,1,589,589,1054,0.0
seq_22,seq_22,ColE1,99.83,100.0,1948,2536,+,6510,1,589,589,589,1058,0.0
seq_23,seq_23,ColE1,99.83,100.0,2419,3007,+,7185,1,589,589,589,1058,0.0
seq_24,seq_24,ColE1,99.491,100.0,1299,1887,-,6608,589,1,589,589,1049,0.0
seq_25,seq_25,ColE1,99.66,100.0,2698,3286,-,11193,589,1,589,589,1054,0.0
seq_26,seq_26,ColE1,99.83,100.0,1973,2561,+,6462,1,589,589,589,1058,0.0
seq_27,seq_27,ColE1,99.83,100.0,15435,16023,+,19095,1,589,589,589,1058,0.0
seq_27,seq_27,ColE1,99.66,100.0,2951,3539,+,19095,1,589,589,589,1054,0.0
seq_27,seq_27,ColE1,99.491,100.0,3892,4480,-,19095,589,1,589,589,1049,0.0
seq_27,seq_27,ColE1,99.491,100.0,1124,1712,-,19095,589,1,589,589,1049,0.0
seq_28,seq_28,ColE1,99.491,100.0,1067,1655,-,6684,589,1,589,589,1049,0.0
seq_29,seq_29,ColE1,99.83,100.0,2614,3202,+,7355,1,589,589,589,1058,0.0
seq_3,seq_3,ColE1,99.66,100.0,2920,3508,-,6586,589,1,589,589,1054,0.0
seq_31,seq_31,ColE1,99.491,100.0,1844,2432,-,7355,589,1,589,589,1049,0.0
seq_32,seq_32,ColE1,99.83,100.0,2122,2710,+,6510,1,589,589,589,1058,0.0
seq_33,seq_33,ColE1,99.83,100.0,2578,3166,+,7430,1,589,589,589,1058,0.0
seq_34,seq_34,ColE1,99.83,100.0,2372,2960,+,6572,1,589,589,589,1058,0.0
seq_35,seq_35,ColE1,99.83,100.0,3022,3610,+,7433,1,589,589,589,1058,0.0
seq_36,seq_36,ColE1,99.491,100.0,1255,1843,-,6704,589,1,589,589,1049,0.0
seq_37,seq_37,ColE1,99.66,100.0,2698,3286,-,8887,589,1,589,589,1054,0.0
seq_38,seq_38,ColE1,99.83,100.0,1943,2531,+,6475,1,589,589,589,1058,0.0
seq_39,seq_39,ColE1,99.66,100.0,2698,3286,-,7983,589,1,589,589,1054,0.0
seq_4,seq_4,ColE1,99.83,100.0,2022,2610,+,6482,1,589,589,589,1058,0.0
seq_40,seq_40,ColE1,99.83,100.0,1914,2502,+,6459,1,589,589,589,1058,0.0
seq_41,seq_41,ColE1,99.66,100.0,2698,3286,-,8033,589,1,589,589,1054,0.0
seq_42,seq_42,ColE1,99.83,100.0,1936,2524,+,6513,1,589,589,589,1058,0.0
seq_43,seq_43,ColE1,99.83,100.0,2596,3184,+,7440,1,589,589,589,1058,0.0
seq_44,seq_44,ColE1,99.83,100.0,1823,2411,+,6375,1,589,589,589,1058,0.0
seq_45,seq_45,ColE1,99.83,100.0,2616,3204,+,7374,1,589,589,589,1058,0.0
seq_46,seq_46,ColE1,99.491,100.0,1696,2284,-,6737,589,1,589,589,1049,0.0
seq_47,seq_47,ColE1,99.83,100.0,11211,11799,+,14968,1,589,589,589,1058,0.0
seq_47,seq_47,ColE1,99.491,100.0,3482,4070,-,14968,589,1,589,589,1049,0.0
seq_47,seq_47,ColE1,99.491,100.0,1124,1712,-,14968,589,1,589,589,1049,0.0
seq_48,seq_48,ColE1,99.83,100.0,2162,2750,+,6513,1,589,589,589,1058,0.0
seq_49,seq_49,ColE1,99.83,100.0,11756,12344,+,15413,1,589,589,589,1058,0.0
seq_49,seq_49,ColE1,99.66,100.0,2698,3286,-,15413,589,1,589,589,1054,0.0
seq_5,seq_5,ColE1,99.66,100.0,2698,3286,-,11802,589,1,589,589,1054,0.0
seq_50,seq_50,ColE1,99.83,100.0,1850,2438,+,6378,1,589,589,589,1058,0.0
seq_51,seq_51,ColE1,99.66,100.0,2698,3286,-,4723,589,1,589,589,1054,0.0
seq_53,seq_53,ColE1,99.83,100.0,2597,3185,+,7388,1,589,589,589,1058,0.0
seq_54,seq_54,ColE1,99.83,100.0,2079,2667,+,6421,1,589,589,589,1058,0.0
seq_55,seq_55,ColE1,99.66,100.0,2698,3286,-,10536,589,1,589,589,1054,0.0
seq_57,seq_57,ColE1,99.83,100.0,2461,3049,+,7203,1,589,589,589,1058,0.0
seq_58,seq_58,ColE1,99.83,100.0,1712,2300,+,11424,1,589,589,589,1058,0.0
seq_58,seq_58,ColE1,99.83,100.0,6561,7149,+,11424,1,589,589,589,1058,0.0
seq_59,seq_59,ColE1,99.66,100.0,2698,3286,-,9005,589,1,589,589,1054,0.0
seq_6,seq_6,ColE1,99.83,100.0,1857,2445,+,6576,1,589,589,589,1058,0.0
seq_60,seq_60,ColE1,99.491,100.0,1048,1636,-,6614,589,1,589,589,1049,0.0
seq_61,seq_61,ColE1,99.83,100.0,8952,9540,+,13123,1,589,589,589,1058,0.0
