seq_74	ColE1	99.830	589	0.0	1058	10494	11082	12073	589	1	589
seq_74	ColE1	99.830	589	0.0	1058	7849	8437	12073	589	1	589
seq_74	ColE1	99.830	589	0.0	1058	5204	5792	12073	589	1	589
seq_74	ColE10_1__X01654	100.000	177	1.58e-87	320	1523	1699	12073	177	1	177
seq_74	Col(pHAD28)_1__KU674895	89.313	131	1.48e-43	174	5418	5548	12073	1	131	131
seq_74	Col(pHAD28)_1__KU674895	89.313	131	1.48e-43	174	8063	8193	12073	1	131	131
seq_74	Col(pHAD28)_1__KU674895	89.313	131	1.48e-43	174	10708	10838	12073	1	131	131
seq_74	ColRNAI_1__DQ298019	87.023	131	3.97e-38	157	5418	5548	12073	1	130	130
seq_74	ColRNAI_1__DQ298019	87.023	131	3.97e-38	157	8063	8193	12073	1	130	130
seq_74	ColRNAI_1__DQ298019	87.023	131	3.97e-38	157	10708	10838	12073	1	130	130
seq_74	Col440I_1__CP023920	89.091	110	7.18e-35	145	5458	5567	12073	2	111	114
seq_74	Col440I_1__CP023920	89.091	110	7.18e-35	145	8103	8212	12073	2	111	114
seq_74	Col440I_1__CP023920	89.091	110	7.18e-35	145	10748	10857	12073	2	111	114
