sequence,qseqid,ori_type,pct_identity,pct_cov_subject,q_start,q_end,strand,qlen,sstart,send,slen,length,bitscore,evalue
seq_0,seq_0,ColE1,99.83,100.0,3545,4133,+,8258,1,589,589,589,1058,0.0
seq_1,seq_1,ColE1,99.83,100.0,2427,3015,+,7216,1,589,589,589,1058,0.0
seq_10,seq_10,ColE1,99.83,100.0,2119,2707,+,6467,1,589,589,589,1058,0.0
seq_11,seq_11,ColE1,99.83,100.0,2566,3154,+,7350,1,589,589,589,1058,0.0
seq_12,seq_12,ColE1,99.83,100.0,1748,2336,+,6514,1,589,589,589,1058,0.0
seq_14,seq_14,ColE1,99.491,100.0,1091,1679,-,6656,589,1,589,589,1049,0.0
seq_15,seq_15,ColE1,99.83,100.0,6597,7185,+,11180,1,589,589,589,1058,0.0
seq_15,seq_15,ColE1,99.491,100.0,2698,3286,-,11180,589,1,589,589,1049,0.0
seq_16,seq_16,ColE1,99.491,100.0,1024,1612,-,6625,589,1,589,589,1049,0.0
seq_17,seq_17,ColE1,99.83,100.0,2592,3180,+,7386,1,589,589,589,1058,0.0
seq_19,seq_19,ColE1,99.83,100.0,2711,3299,+,7379,1,589,589,589,1058,0.0
seq_2,seq_2,ColE1,99.83,100.0,1712,2300,+,6612,1,589,589,589,1058,0.0
seq_20,seq_20,ColE1,99.83,100.0,2126,2714,+,6494,1,589,589,589,1058,0.0
seq_21,seq_21,ColE1,99.66,100.0,2698,3286,-,7008,589,1,589,589,1054,0.0
seq_22,seq_22,ColE1,99.83,100.0,1806,2394,+,6511,1,589,589,589,1058,0.0
seq_23,seq_23,ColE1,99.83,100.0,2419,3007,+,7257,1,589,589,589,1058,0.0
seq_24,seq_24,ColE1,99.83,100.0,2147,2735,+,6516,1,589,589,589,1058,0.0
seq_25,seq_25,ColE1,99.83,100.0,2926,3514,+,8076,1,589,589,589,1058,0.0
seq_26,seq_26,ColE1,99.83,100.0,2130,2718,+,6663,1,589,589,589,1058,0.0
seq_27,seq_27,ColE1,99.83,100.0,6827,7415,+,10644,1,589,589,589,1058,0.0
seq_27,seq_27,ColE1,99.491,100.0,1124,1712,-,10644,589,1,589,589,1049,0.0
seq_28,seq_28,ColE1,99.491,100.0,1271,1859,-,6748,589,1,589,589,1049,0.0
seq_29,seq_29,ColE1,99.83,100.0,2557,3145,+,7440,1,589,589,589,1058,0.0
seq_3,seq_3,ColE1,99.491,100.0,2698,3286,-,9350,589,1,589,589,1049,0.0
seq_30,seq_30,ColE1,99.491,100.0,1090,1678,-,6591,589,1,589,589,1049,0.0
seq_31,seq_31,ColE1,99.83,100.0,1228,1816,-,9408,589,1,589,589,1058,0.0
seq_34,seq_34,ColE1,99.491,100.0,1280,1868,-,6574,589,1,589,589,1049,0.0
seq_35,seq_35,ColE1,99.83,100.0,2590,3178,+,7407,1,589,589,589,1058,0.0
seq_36,seq_36,ColE1,99.83,100.0,1774,2362,+,6435,1,589,589,589,1058,0.0
seq_38,seq_38,ColE1,99.83,100.0,1781,2369,+,6568,1,589,589,589,1058,0.0
seq_39,seq_39,ColE1,99.66,100.0,2920,3508,-,12598,589,1,589,589,1054,0.0
seq_4,seq_4,ColE1,99.83,100.0,1721,2309,+,6531,1,589,589,589,1058,0.0
seq_40,seq_40,ColE1,99.83,100.0,1858,2446,+,6589,1,589,589,589,1058,0.0
seq_41,seq_41,ColE1,99.83,100.0,9185,9773,+,13162,1,589,589,589,1058,0.0
seq_41,seq_41,ColE1,99.66,100.0,2698,3286,-,13162,589,1,589,589,1054,0.0
seq_42,seq_42,ColE1,99.83,100.0,2006,2594,+,6729,1,589,589,589,1058,0.0
seq_43,seq_43,ColE1,99.83,100.0,3678,4266,-,11873,589,1,589,589,1058,0.0
seq_43,seq_43,ColE1,99.83,100.0,7671,8259,+,11873,1,589,589,589,1058,0.0
seq_44,seq_44,ColE1,99.83,100.0,2251,2839,+,6540,1,589,589,589,1058,0.0
seq_45,seq_45,ColE1,99.83,100.0,2588,3176,+,7383,1,589,589,589,1058,0.0
seq_46,seq_46,ColE1,99.83,100.0,1998,2586,+,6530,1,589,589,589,1058,0.0
seq_47,seq_47,ColE1,99.491,100.0,1124,1712,-,5655,589,1,589,589,1049,0.0
seq_48,seq_48,ColE1,99.83,100.0,1955,2543,+,6516,1,589,589,589,1058,0.0
seq_49,seq_49,ColE1,99.83,100.0,12718,13306,+,16427,1,589,589,589,1058,0.0
seq_49,seq_49,ColE1,99.66,100.0,2698,3286,-,16427,589,1,589,589,1054,0.0
seq_5,seq_5,ColE1,99.66,100.0,2698,3286,-,9646,589,1,589,589,1054,0.0
seq_5,seq_5,Col(pHAD28)_1__KU674895,89.313,100.0,4549,4679,-,9646,131,1,131,131,174,1.18e-43
seq_50,seq_50,ColE1,99.83,100.0,1886,2474,+,6502,1,589,589,589,1058,0.0
seq_51,seq_51,ColE1,99.491,100.0,1183,1771,-,4047,589,1,589,589,1049,0.0
seq_52,seq_52,ColE1,99.83,100.0,2166,2754,+,6729,1,589,589,589,1058,0.0
seq_53,seq_53,ColE1,99.83,100.0,1221,1809,-,4422,589,1,589,589,1058,0.0
seq_54,seq_54,ColE1,99.83,100.0,1782,2370,+,6534,1,589,589,589,1058,0.0
seq_55,seq_55,ColE1,99.491,100.0,1844,2432,-,7363,589,1,589,589,1049,0.0
seq_56,seq_56,ColE1,99.491,100.0,1246,1834,-,6636,589,1,589,589,1049,0.0
seq_57,seq_57,ColE1,99.83,100.0,3387,3975,+,7563,1,589,589,589,1058,0.0
seq_59,seq_59,ColE1,99.83,100.0,5651,6239,+,10198,1,589,589,589,1058,0.0
seq_59,seq_59,ColE1,99.491,100.0,1124,1712,-,10198,589,1,589,589,1049,0.0
seq_6,seq_6,ColE1,99.83,100.0,2043,2631,+,6554,1,589,589,589,1058,0.0
seq_60,seq_60,ColE1,99.83,100.0,2677,3265,+,6624,1,589,589,589,1058,0.0
seq_61,seq_61,ColE1,99.83,100.0,1204,1792,-,4235,589,1,589,589,1058,0.0
seq_62,seq_62,ColE1,99.83,100.0,1976,2564,+,6535,1,589,589,589,1058,0.0
seq_63,seq_63,ColE1,99.83,100.0,2592,3180,+,7409,1,589,589,589,1058,0.0
seq_64,seq_64,ColE1,99.491,100.0,1631,2219,-,6626,589,1,589,589,1049,0.0
seq_66,seq_66,ColE1,99.83,100.0,1894,2482,+,6544,1,589,589,589,1058,0.0
seq_67,seq_67,ColE1,99.83,100.0,2592,3180,+,7373,1,589,589,589,1058,0.0
seq_68,seq_68,ColE1,99.83,100.0,1731,2319,+,6616,1,589,589,589,1058,0.0
seq_69,seq_69,ColE1,99.83,100.0,2584,3172,+,7434,1,589,589,589,1058,0.0
seq_7,seq_7,ColE1,99.83,100.0,2588,3176,+,7480,1,589,589,589,1058,0.0
seq_70,seq_70,ColE1,99.83,100.0,1846,2434,+,6534,1,589,589,589,1058,0.0
seq_71,seq_71,ColE1,99.83,100.0,7765,8353,+,11502,1,589,589,589,1058,0.0
seq_71,seq_71,ColE1,99.66,100.0,2921,3509,-,11502,589,1,589,589,1054,0.0
seq_72,seq_72,ColE1,99.83,100.0,1832,2420,+,6501,1,589,589,589,1058,0.0
seq_73,seq_73,ColE1,99.83,100.0,2185,2773,+,7523,1,589,589,589,1058,0.0
seq_74,seq_74,ColE1,99.491,100.0,1317,1905,-,6778,589,1,589,589,1049,0.0
seq_75,seq_75,ColE1,99.83,100.0,2561,3149,+,7320,1,589,589,589,1058,0.0
seq_76,seq_76,ColE1,99.83,100.0,2146,2734,+,6534,1,589,589,589,1058,0.0
seq_77,seq_77,ColE1,99.83,100.0,2368,2956,+,7709,1,589,589,589,1058,0.0
seq_78,seq_78,ColE1,99.83,100.0,1735,2323,+,6508,1,589,589,589,1058,0.0
seq_79,seq_79,ColE1,99.66,100.0,2698,3286,-,6222,589,1,589,589,1054,0.0
seq_8,seq_8,ColE1,99.83,100.0,1996,2584,+,6567,1,589,589,589,1058,0.0
seq_80,seq_80,ColE1,99.83,100.0,2059,2647,+,6570,1,589,589,589,1058,0.0
seq_81,seq_81,ColE1,99.83,100.0,3330,3918,+,7956,1,589,589,589,1058,0.0
seq_82,seq_82,ColE1,99.83,100.0,2177,2765,+,6596,1,589,589,589,1058,0.0
seq_83,seq_83,ColE1,99.83,100.0,2441,3029,+,7284,1,589,589,589,1058,0.0
seq_85,seq_85,ColE1,99.83,100.0,2444,3032,+,7210,1,589,589,589,1058,0.0
seq_86,seq_86,ColE1,99.83,100.0,2082,2670,+,6580,1,589,589,589,1058,0.0
seq_87,seq_87,ColE1,99.491,100.0,1843,2431,-,7381,589,1,589,589,1049,0.0
seq_88,seq_88,ColE1,99.83,100.0,2236,2824,+,6540,1,589,589,589,1058,0.0
seq_89,seq_89,ColE1,99.83,100.0,3273,3861,+,8000,1,589,589,589,1058,0.0
seq_9,seq_9,ColE1,99.66,100.0,2698,3286,-,6023,589,1,589,589,1054,0.0
seq_90,seq_90,ColE1,99.491,100.0,1966,2554,-,6678,589,1,589,589,1049,0.0
seq_91,seq_91,ColE1,99.83,100.0,7729,8317,+,11703,1,589,589,589,1058,0.0
seq_91,seq_91,ColE1,99.491,100.0,1124,1712,-,11703,589,1,589,589,1049,0.0
seq_93,seq_93,ColE1,99.66,100.0,2321,2909,+,5784,1,589,589,589,1054,0.0
seq_94,seq_94,ColE1,99.83,100.0,2041,2629,+,6573,1,589,589,589,1058,0.0
seq_95,seq_95,ColE1,99.66,100.0,2698,3286,-,8200,589,1,589,589,1054,0.0
seq_95,seq_95,Col(pHAD28)_1__KU674895,89.313,100.0,4549,4679,-,8200,131,1,131,131,174,1.01e-43
seq_96,seq_96,ColE1,99.83,100.0,1871,2459,+,6547,1,589,589,589,1058,0.0
seq_97,seq_97,ColE1,99.83,100.0,2447,3035,+,7201,1,589,589,589,1058,0.0
seq_98,seq_98,ColE1,99.83,100.0,1973,2561,+,6612,1,589,589,589,1058,0.0
seq_99,seq_99,ColE1,99.83,100.0,1226,1814,-,4236,589,1,589,589,1058,0.0
