seq_11	ColE1	99.660	589	0.0	1054	10916	11504	28382	1	589	589
seq_11	ColE1	99.660	589	0.0	1054	14762	15350	28382	589	1	589
seq_11	ColE1	99.660	589	0.0	1054	23142	23730	28382	1	589	589
seq_11	ColE1	99.660	589	0.0	1054	3733	4321	28382	589	1	589
seq_11	ColE1	99.660	589	0.0	1054	26998	27586	28382	1	589	589
seq_11	ColE1	99.315	146	1.06e-68	260	18036	18181	28382	146	1	589
seq_11	Col(pHAD28)_1__KU674895	89.313	131	3.48e-43	174	27242	27372	28382	131	1	131
seq_11	Col(pHAD28)_1__KU674895	89.313	131	3.48e-43	174	3947	4077	28382	1	131	131
seq_11	Col(pHAD28)_1__KU674895	89.313	131	3.48e-43	174	23386	23516	28382	131	1	131
seq_11	Col(pHAD28)_1__KU674895	89.313	131	3.48e-43	174	14976	15106	28382	1	131	131
seq_11	Col(pHAD28)_1__KU674895	89.313	131	3.48e-43	174	11160	11290	28382	131	1	131
seq_11	ColRNAI_1__DQ298019	87.023	131	9.34e-38	157	27242	27372	28382	130	1	130
seq_11	ColRNAI_1__DQ298019	87.023	131	9.34e-38	157	3947	4077	28382	1	130	130
seq_11	ColRNAI_1__DQ298019	87.023	131	9.34e-38	157	23386	23516	28382	130	1	130
seq_11	ColRNAI_1__DQ298019	87.023	131	9.34e-38	157	14976	15106	28382	1	130	130
seq_11	ColRNAI_1__DQ298019	87.023	131	9.34e-38	157	11160	11290	28382	130	1	130
seq_11	Col440I_1__CP023920	89.091	110	1.69e-34	145	27223	27332	28382	111	2	114
seq_11	Col440I_1__CP023920	89.091	110	1.69e-34	145	3987	4096	28382	2	111	114
seq_11	Col440I_1__CP023920	89.091	110	1.69e-34	145	23367	23476	28382	111	2	114
seq_11	Col440I_1__CP023920	89.091	110	1.69e-34	145	15016	15125	28382	2	111	114
seq_11	Col440I_1__CP023920	89.091	110	1.69e-34	145	11141	11250	28382	111	2	114
