sequence,qseqid,ori_type,pct_identity,pct_cov_subject,q_start,q_end,strand,qlen,sstart,send,slen,length,bitscore,evalue
seq_0,seq_0,ColE1,99.83,100.0,1914,2502,+,6571,1,589,589,589,1058,0.0
seq_1,seq_1,ColE1,99.83,100.0,2583,3171,+,7459,1,589,589,589,1058,0.0
seq_10,seq_10,ColE1,99.83,100.0,1838,2426,+,6529,1,589,589,589,1058,0.0
seq_12,seq_12,ColE1,99.83,100.0,1758,2346,+,6542,1,589,589,589,1058,0.0
seq_13,seq_13,ColE1,99.83,100.0,3015,3603,+,7831,1,589,589,589,1058,0.0
seq_14,seq_14,ColE1,99.83,100.0,2119,2707,+,6713,1,589,589,589,1058,0.0
seq_15,seq_15,ColE1,99.83,100.0,2596,3184,+,7392,1,589,589,589,1058,0.0
seq_16,seq_16,ColE1,99.83,100.0,2020,2608,+,6574,1,589,589,589,1058,0.0
seq_17,seq_17,ColE1,99.83,100.0,2590,3178,+,7424,1,589,589,589,1058,0.0
seq_18,seq_18,ColE1,99.83,100.0,1808,2396,+,6550,1,589,589,589,1058,0.0
seq_19,seq_19,ColE1,99.83,100.0,2456,3044,+,7761,1,589,589,589,1058,0.0
seq_2,seq_2,ColE1,99.83,100.0,2373,2961,+,6624,1,589,589,589,1058,0.0
seq_20,seq_20,ColE1,99.83,100.0,1877,2465,+,6591,1,589,589,589,1058,0.0
seq_21,seq_21,ColE1,99.83,100.0,3408,3996,+,7879,1,589,589,589,1058,0.0
seq_22,seq_22,ColE1,99.491,100.0,1307,1895,-,6614,589,1,589,589,1049,0.0
seq_23,seq_23,ColE1,99.83,100.0,2587,3175,+,7442,1,589,589,589,1058,0.0
seq_24,seq_24,ColE1,99.83,100.0,2284,2872,+,6601,1,589,589,589,1058,0.0
seq_25,seq_25,ColE1,99.491,100.0,1124,1712,-,6147,589,1,589,589,1049,0.0
seq_26,seq_26,ColE1,99.83,100.0,1906,2494,+,6548,1,589,589,589,1058,0.0
seq_27,seq_27,ColE1,99.491,100.0,1124,1712,-,6658,589,1,589,589,1049,0.0
seq_28,seq_28,ColE1,99.83,100.0,2008,2596,+,6600,1,589,589,589,1058,0.0
seq_29,seq_29,ColE1,99.491,100.0,1855,2443,-,7430,589,1,589,589,1049,0.0
seq_3,seq_3,ColE1,99.83,100.0,2501,3089,+,7241,1,589,589,589,1058,0.0
seq_30,seq_30,ColE1,99.83,100.0,1825,2413,+,6552,1,589,589,589,1058,0.0
seq_31,seq_31,ColE1,99.83,100.0,2603,3191,+,7486,1,589,589,589,1058,0.0
seq_32,seq_32,ColE1,99.83,100.0,1759,2347,+,6582,1,589,589,589,1058,0.0
seq_33,seq_33,ColE1,99.83,100.0,2605,3193,+,7410,1,589,589,589,1058,0.0
seq_34,seq_34,ColE1,99.491,100.0,1207,1795,-,6720,589,1,589,589,1049,0.0
seq_35,seq_35,ColE1,99.83,100.0,4449,5037,+,8402,1,589,589,589,1058,0.0
seq_36,seq_36,ColE1,99.491,100.0,1267,1855,-,6642,589,1,589,589,1049,0.0
seq_37,seq_37,ColE1,99.83,100.0,2580,3168,+,7444,1,589,589,589,1058,0.0
seq_38,seq_38,ColE1,99.83,100.0,1796,2384,+,6558,1,589,589,589,1058,0.0
seq_39,seq_39,ColE1,99.491,100.0,1935,2523,-,7586,589,1,589,589,1049,0.0
seq_4,seq_4,ColE1,99.83,100.0,2403,2991,+,6637,1,589,589,589,1058,0.0
seq_40,seq_40,ColE1,99.491,100.0,1827,2415,-,6739,589,1,589,589,1049,0.0
seq_41,seq_41,ColE1,99.83,100.0,2849,3437,+,7426,1,589,589,589,1058,0.0
seq_42,seq_42,ColE1,99.83,100.0,1816,2404,+,6583,1,589,589,589,1058,0.0
seq_43,seq_43,ColE1,99.83,100.0,2515,3103,+,7371,1,589,589,589,1058,0.0
seq_44,seq_44,ColE1,99.83,100.0,1965,2553,+,6554,1,589,589,589,1058,0.0
seq_45,seq_45,ColE1,99.83,100.0,2602,3190,+,7503,1,589,589,589,1058,0.0
seq_46,seq_46,ColE1,99.83,100.0,2065,2653,+,6598,1,589,589,589,1058,0.0
seq_47,seq_47,ColE1,99.83,100.0,2598,3186,+,7419,1,589,589,589,1058,0.0
seq_48,seq_48,ColE1,99.491,100.0,1587,2175,-,6711,589,1,589,589,1049,0.0
seq_49,seq_49,ColE1,99.83,100.0,2763,3351,+,7494,1,589,589,589,1058,0.0
seq_5,seq_5,ColE1,99.83,100.0,2517,3105,+,7854,1,589,589,589,1058,0.0
seq_50,seq_50,ColE1,99.83,100.0,2132,2720,+,6625,1,589,589,589,1058,0.0
seq_51,seq_51,ColE1,99.83,100.0,2693,3281,+,7442,1,589,589,589,1058,0.0
seq_52,seq_52,ColE1,99.83,100.0,1847,2435,+,6510,1,589,589,589,1058,0.0
seq_53,seq_53,ColE1,99.83,100.0,2421,3009,+,7832,1,589,589,589,1058,0.0
seq_54,seq_54,ColE1,99.83,100.0,1796,2384,+,6550,1,589,589,589,1058,0.0
seq_55,seq_55,ColE1,99.83,100.0,2588,3176,+,7451,1,589,589,589,1058,0.0
seq_56,seq_56,ColE1,99.83,100.0,2441,3029,+,6591,1,589,589,589,1058,0.0
seq_57,seq_57,ColE1,99.83,100.0,2714,3302,+,7492,1,589,589,589,1058,0.0
seq_58,seq_58,ColE1,99.83,100.0,1921,2509,+,6552,1,589,589,589,1058,0.0
seq_59,seq_59,ColE1,99.83,100.0,3348,3936,+,7845,1,589,589,589,1058,0.0
seq_6,seq_6,ColE1,99.83,100.0,2089,2677,+,6596,1,589,589,589,1058,0.0
seq_60,seq_60,ColE1,99.83,100.0,2012,2600,+,6570,1,589,589,589,1058,0.0
seq_61,seq_61,ColE1,99.83,100.0,2451,3039,+,7435,1,589,589,589,1058,0.0
seq_62,seq_62,ColE1,99.491,100.0,1364,1952,-,6635,589,1,589,589,1049,0.0
seq_63,seq_63,ColE1,99.83,100.0,2506,3094,+,7895,1,589,589,589,1058,0.0
seq_64,seq_64,ColE1,99.83,100.0,1790,2378,+,6554,1,589,589,589,1058,0.0
seq_65,seq_65,ColE1,99.491,100.0,1124,1712,-,7708,589,1,589,589,1049,0.0
seq_65,seq_65,Col(pHAD28)_1__KU674895,89.313,100.0,5043,5173,+,7708,1,131,131,131,174,9.45e-44
seq_66,seq_66,ColE1,99.83,100.0,1766,2354,+,6534,1,589,589,589,1058,0.0
seq_67,seq_67,ColE1,99.83,100.0,2419,3007,+,7312,1,589,589,589,1058,0.0
seq_68,seq_68,ColE1,99.83,100.0,1864,2452,+,6539,1,589,589,589,1058,0.0
seq_69,seq_69,Col440I_1__CP023920,85.294,89.47368421052632,3651,3752,-,7661,111,10,114,102,117,2.21e-26
seq_7,seq_7,ColE1,99.83,100.0,2588,3176,+,7406,1,589,589,589,1058,0.0
seq_70,seq_70,ColE1,99.83,100.0,1747,2335,+,6546,1,589,589,589,1058,0.0
seq_71,seq_71,ColE1,99.83,100.0,2589,3177,+,7467,1,589,589,589,1058,0.0
seq_72,seq_72,ColE1,99.83,100.0,1760,2348,+,6525,1,589,589,589,1058,0.0
seq_73,seq_73,ColE1,99.83,100.0,2578,3166,+,7458,1,589,589,589,1058,0.0
seq_74,seq_74,ColE1,99.83,100.0,2215,2803,+,6632,1,589,589,589,1058,0.0
seq_75,seq_75,ColE1,99.83,100.0,3026,3614,+,7994,1,589,589,589,1058,0.0
seq_76,seq_76,ColE1,99.83,100.0,1884,2472,+,6531,1,589,589,589,1058,0.0
seq_77,seq_77,ColE1,99.83,100.0,5154,5742,+,9219,1,589,589,589,1058,0.0
seq_78,seq_78,ColE1,99.491,100.0,1325,1913,-,6635,589,1,589,589,1049,0.0
seq_79,seq_79,ColE1,99.83,100.0,6223,6811,+,10389,1,589,589,589,1058,0.0
seq_8,seq_8,ColE1,99.83,100.0,1843,2431,+,6552,1,589,589,589,1058,0.0
seq_80,seq_80,ColE1,99.491,100.0,1900,2488,-,6728,589,1,589,589,1049,0.0
seq_81,seq_81,ColE1,99.83,100.0,2615,3203,+,7436,1,589,589,589,1058,0.0
seq_82,seq_82,ColE1,99.83,100.0,1728,2316,+,6543,1,589,589,589,1058,0.0
seq_83,seq_83,ColE1,99.83,100.0,2421,3009,+,7315,1,589,589,589,1058,0.0
seq_84,seq_84,ColE1,99.83,100.0,2076,2664,+,6613,1,589,589,589,1058,0.0
seq_85,seq_85,ColE1,99.83,100.0,3103,3691,+,7643,1,589,589,589,1058,0.0
seq_86,seq_86,ColE1,99.83,100.0,1942,2530,+,6561,1,589,589,589,1058,0.0
seq_88,seq_88,ColE1,99.83,100.0,2098,2686,+,6618,1,589,589,589,1058,0.0
seq_89,seq_89,ColE1,99.83,100.0,3906,4494,+,8780,1,589,589,589,1058,0.0
seq_9,seq_9,ColE1,99.83,100.0,2584,3172,+,7446,1,589,589,589,1058,0.0
seq_90,seq_90,ColE1,99.83,100.0,1803,2391,+,6602,1,589,589,589,1058,0.0
seq_91,seq_91,ColE1,99.83,100.0,2440,3028,+,7424,1,589,589,589,1058,0.0
seq_92,seq_92,ColE1,99.83,100.0,1996,2584,+,6665,1,589,589,589,1058,0.0
seq_93,seq_93,ColE1,99.83,100.0,2460,3048,+,7358,1,589,589,589,1058,0.0
seq_94,seq_94,ColE1,99.83,100.0,2035,2623,+,6594,1,589,589,589,1058,0.0
seq_95,seq_95,ColE1,99.83,100.0,3257,3845,+,7926,1,589,589,589,1058,0.0
seq_96,seq_96,ColE1,99.83,100.0,1922,2510,+,6556,1,589,589,589,1058,0.0
